FrameNumber,CocaineLeverPress,SucrosePump,SucroseLeverCue,SucroseLeverPress,CocaineLeverCue,CocainePump,Licks,TrueSucrosePresses,FalseSucrosePresses,TrueCocainePresses,FalseCocainePresses,DeliberatePress,non_deliberatePress,timeData,Trial,trialClass
6678,0,0,0,0,0,0,0,0,0,0,0,0,0,447.092692397817,11,0
6679,0,0,0,0,0,0,0,0,0,0,0,0,0,447.159642486526,11,0
6680,0,0,0,0,0,0,0,0,0,0,0,0,0,447.226592575235,11,0
6681,0,0,0,0,0,0,0,0,0,0,0,0,0,447.293542663944,11,0
6682,0,0,0,1,0,0,0,0,1,0,0,0,1,447.360492752653,11,0
6683,0,0,1,0,0,0,0,0,0,0,0,0,0,447.427442841362,11,0
7170,0,0,0,0,0,0,1,0,0,0,0,0,0,480.03213604258,12,0
7171,0,0,0,0,0,0,1,0,0,0,0,0,0,480.099086131289,12,0
7172,0,0,0,0,0,0,1,0,0,0,0,0,0,480.166036219998,12,0
7173,0,0,0,0,0,0,0,0,0,0,0,0,0,480.232986308707,12,0
7174,0,0,0,0,0,0,0,0,0,0,0,0,0,480.299936397416,12,0
7175,0,0,0,1,0,0,0,0,1,0,0,0,1,480.366886486125,12,0
7176,0,0,0,0,0,0,0,0,0,0,0,0,0,480.433836574833,12,0
7177,0,0,0,0,0,0,0,0,0,0,0,0,0,480.500786663542,12,0
7178,0,0,0,0,0,0,0,0,0,0,0,0,0,480.567736752251,12,0
7179,0,0,0,0,0,0,0,0,0,0,0,0,0,480.63468684096,12,0
7180,0,0,0,0,0,0,1,0,0,0,0,0,0,480.701636929669,12,0
7181,0,0,0,0,0,0,1,0,0,0,0,0,0,480.768587018378,12,0
7182,0,0,0,0,0,0,0,0,0,0,0,0,0,480.835537107087,12,0
7183,0,0,0,0,0,0,0,0,0,0,0,0,0,480.902487195796,12,0
7184,0,0,0,0,0,0,1,0,0,0,0,0,0,480.969437284504,12,0
7185,0,0,0,1,0,0,0,1,0,0,0,0,1,481.036387373213,12,0
7186,0,0,0,0,0,0,0,0,0,0,0,0,0,481.103337461922,12,0
7187,0,0,0,0,0,0,0,0,0,0,0,0,0,481.170287550631,12,0
7188,0,0,0,0,0,0,0,0,0,0,0,0,0,481.23723763934,12,0
7189,0,0,0,0,0,0,0,0,0,0,0,0,0,481.304187728049,12,0
7190,0,0,0,0,0,0,0,0,0,0,0,0,0,481.371137816758,12,0
7191,0,0,0,0,0,0,0,0,0,0,0,0,0,481.438087905466,12,0
7192,0,0,0,0,0,0,0,0,0,0,0,0,0,481.505037994175,12,0
7193,0,0,0,0,0,0,0,0,0,0,0,0,0,481.571988082884,12,0
7194,0,0,0,0,0,0,0,0,0,0,0,0,0,481.638938171593,12,0
7195,0,0,0,0,0,0,0,0,0,0,0,0,0,481.705888260302,12,0
7196,0,0,0,0,0,0,0,0,0,0,0,0,0,481.772838349011,12,0
7197,0,0,0,1,0,0,0,0,1,0,0,0,1,481.83978843772,12,0
7198,0,0,0,0,0,0,0,0,0,0,0,0,0,481.906738526429,12,0
7199,0,0,0,0,0,0,0,0,0,0,0,0,0,481.973688615137,12,0
7200,0,0,1,0,0,0,0,0,0,0,0,0,0,482.040638703846,12,0
7732,0,0,0,0,0,0,0,0,0,0,0,0,0,517.658085896964,13,0
7733,0,0,0,0,0,0,0,0,0,0,0,0,0,517.725035985673,13,0
7734,0,0,0,0,0,0,1,0,0,0,0,0,0,517.791986074381,13,0
7735,0,0,0,0,0,0,1,0,0,0,0,0,0,517.85893616309,13,0
7736,0,0,0,0,0,0,0,0,0,0,0,0,0,517.925886251799,13,0
7737,0,0,0,0,0,0,0,0,0,0,0,0,0,517.992836340508,13,0
7738,0,0,0,0,0,0,1,0,0,0,0,0,0,518.059786429217,13,0
7739,0,0,0,0,0,0,1,0,0,0,0,0,0,518.126736517926,13,0
7740,0,0,0,0,0,0,0,0,0,0,0,0,0,518.193686606635,13,0
7741,0,0,0,0,0,0,0,0,0,0,0,0,0,518.260636695344,13,0
7742,0,0,0,0,0,0,1,0,0,0,0,0,0,518.327586784052,13,0
7743,0,0,0,0,0,0,1,0,0,0,0,0,0,518.394536872761,13,0
7744,0,0,0,0,0,0,1,0,0,0,0,0,0,518.46148696147,13,0
7745,0,0,0,0,0,0,0,0,0,0,0,0,0,518.528437050179,13,0
7746,0,0,0,0,0,0,1,0,0,0,0,0,0,518.595387138888,13,0
7747,0,0,0,1,0,0,0,1,0,0,0,1,0,518.662337227597,13,0
7748,0,0,0,0,0,0,0,0,0,0,0,0,0,518.729287316306,13,0
7749,0,0,0,1,0,0,0,0,0,0,0,0,1,518.796237405014,13,0
7750,0,0,0,0,0,0,0,0,0,0,0,0,0,518.863187493723,13,0
7751,0,0,0,0,0,0,1,0,0,0,0,0,0,518.930137582432,13,0
7752,0,0,0,0,0,0,1,0,0,0,0,0,0,518.997087671141,13,0
7753,0,0,0,0,0,0,1,0,0,0,0,0,0,519.06403775985,13,0
7754,0,0,0,0,0,0,0,0,0,0,0,0,0,519.130987848559,13,0
7755,0,0,0,0,0,0,0,0,0,0,0,0,0,519.197937937268,13,0
7756,0,0,0,0,0,0,0,0,0,0,0,0,0,519.264888025977,13,0
7757,0,0,0,0,0,0,0,0,0,0,0,0,0,519.331838114686,13,0
7758,0,0,0,0,0,0,0,0,0,0,0,0,0,519.398788203394,13,0
7759,0,0,0,0,0,0,0,0,0,0,0,0,0,519.465738292103,13,0
7760,0,0,0,0,0,0,0,0,0,0,0,0,0,519.532688380812,13,0
7761,0,0,0,0,0,0,0,0,0,0,0,0,0,519.599638469521,13,0
7762,0,0,1,0,0,0,0,0,0,0,0,0,0,519.66658855823,13,0
8265,0,0,0,0,0,0,0,0,0,0,0,0,0,553.34248317879,14,1
8266,0,0,0,0,0,0,0,0,0,0,0,0,0,553.409433267499,14,1
8267,0,0,0,0,0,0,0,0,0,0,0,0,0,553.476383356208,14,1
8268,0,0,0,0,0,0,1,0,0,0,0,0,0,553.543333444917,14,1
8269,0,0,0,0,0,0,0,0,0,0,0,0,0,553.610283533626,14,1
8270,0,0,0,0,0,0,1,0,0,0,0,0,0,553.677233622334,14,1
8271,0,0,0,0,0,0,1,0,0,0,0,0,0,553.744183711043,14,1
8272,0,0,0,0,0,0,1,0,0,0,0,0,0,553.811133799752,14,1
8273,0,0,0,0,0,0,0,0,0,0,0,0,0,553.878083888461,14,1
8274,0,0,0,0,0,0,1,0,0,0,0,0,0,553.94503397717,14,1
8275,0,0,0,0,0,0,0,0,0,0,0,0,0,554.011984065879,14,1
8276,0,0,0,0,0,0,1,0,0,0,0,0,0,554.078934154588,14,1
8277,0,0,0,0,0,0,0,0,0,0,0,0,0,554.145884243297,14,1
8278,0,0,0,0,0,0,1,0,0,0,0,0,0,554.212834332006,14,1
8279,0,0,0,0,0,0,0,0,0,0,0,0,0,554.279784420714,14,1
8280,1,0,0,0,0,0,0,0,0,1,0,1,0,554.346734509423,14,1
8281,0,0,0,0,0,0,0,0,0,0,0,0,0,554.413684598132,14,1
8282,0,0,0,0,0,0,0,0,0,0,0,0,0,554.480634686841,14,1
8283,0,0,0,0,0,0,0,0,0,0,0,0,0,554.54758477555,14,1
8284,0,0,0,0,0,0,0,0,0,0,0,0,0,554.614534864259,14,1
8285,0,0,0,0,0,0,0,0,0,0,0,0,0,554.681484952968,14,1
8286,0,0,0,0,0,0,1,0,0,0,0,0,0,554.748435041676,14,1
8287,0,0,0,0,0,0,0,0,0,0,0,0,0,554.815385130385,14,1
8288,0,0,0,0,0,0,0,0,0,0,0,0,0,554.882335219094,14,1
8289,0,0,0,0,0,0,0,0,0,0,0,0,0,554.949285307803,14,1
8290,0,0,0,0,0,0,1,0,0,0,0,0,0,555.016235396512,14,1
8291,0,0,0,0,0,0,0,0,0,0,0,0,0,555.083185485221,14,1
8292,0,0,0,0,0,0,1,0,0,0,0,0,0,555.15013557393,14,1
8293,0,0,0,0,0,0,0,0,0,0,0,0,0,555.217085662639,14,1
8294,0,0,0,0,0,0,0,0,0,0,0,0,0,555.284035751347,14,1
8295,0,0,0,0,1,0,0,0,0,0,0,0,0,555.350985840056,14,1
8934,0,0,0,0,0,0,0,0,0,0,0,0,0,598.132092525023,15,0
8935,0,0,0,0,0,0,0,0,0,0,0,0,0,598.199042613731,15,0
8936,0,0,0,0,0,0,0,0,0,0,0,0,0,598.26599270244,15,0
8937,0,0,0,0,0,0,0,0,0,0,0,0,0,598.332942791149,15,0
8938,0,0,0,0,0,0,0,0,0,0,0,0,0,598.399892879858,15,0
8939,0,0,0,0,0,0,0,0,0,0,0,0,0,598.466842968567,15,0
8940,0,0,0,0,0,0,0,0,0,0,0,0,0,598.533793057276,15,0
8941,0,0,0,0,0,0,0,0,0,0,0,0,0,598.600743145985,15,0
8942,0,0,0,0,0,0,0,0,0,0,0,0,0,598.667693234694,15,0
8943,0,0,0,0,0,0,0,0,0,0,0,0,0,598.734643323402,15,0
8944,0,0,0,0,0,0,0,0,0,0,0,0,0,598.801593412111,15,0
8945,0,0,0,0,0,0,1,0,0,0,0,0,0,598.86854350082,15,0
8946,0,0,0,0,0,0,1,0,0,0,0,0,0,598.935493589529,15,0
8947,0,0,0,0,0,0,0,0,0,0,0,0,0,599.002443678238,15,0
8948,0,0,0,0,0,0,0,0,0,0,0,0,0,599.069393766947,15,0
8949,0,0,0,1,0,0,1,1,0,0,0,1,0,599.136343855656,15,0
8950,0,0,0,0,0,0,1,0,0,0,0,0,0,599.203293944364,15,0
8951,0,0,0,0,0,0,1,0,0,0,0,0,0,599.270244033073,15,0
8952,0,0,0,0,0,0,0,0,0,0,0,0,0,599.337194121782,15,0
8953,0,0,0,0,0,0,0,0,0,0,0,0,0,599.404144210491,15,0
8954,0,0,0,1,0,0,1,0,1,0,0,0,1,599.4710942992,15,0
8955,0,0,0,0,0,0,1,0,0,0,0,0,0,599.538044387909,15,0
8956,0,0,0,0,0,0,1,0,0,0,0,0,0,599.604994476618,15,0
8957,0,0,0,0,0,0,1,0,0,0,0,0,0,599.671944565326,15,0
8958,0,0,0,1,0,0,0,0,1,0,0,0,1,599.738894654035,15,0
8959,0,0,0,0,0,0,0,0,0,0,0,0,0,599.805844742744,15,0
8960,0,0,0,0,0,0,0,0,0,0,0,0,0,599.872794831453,15,0
8961,0,0,0,0,0,0,1,0,0,0,0,0,0,599.939744920162,15,0
8962,0,0,0,1,0,0,0,0,1,0,0,0,1,600.006695008871,15,0
8963,0,0,0,0,0,0,0,0,0,0,0,0,0,600.07364509758,15,0
8964,0,0,1,0,0,0,0,0,0,0,0,0,0,600.140595186289,15,0
9492,0,0,0,0,0,0,0,0,0,0,0,0,0,635.490242024571,16,0
9493,0,0,0,0,0,0,0,0,0,0,0,0,0,635.557192113279,16,0
9494,0,0,0,0,0,0,0,0,0,0,0,0,0,635.624142201988,16,0
9495,0,0,0,0,0,0,0,0,0,0,0,0,0,635.691092290697,16,0
9496,0,0,0,0,0,0,0,0,0,0,0,0,0,635.758042379406,16,0
9497,0,0,0,0,0,0,0,0,0,0,0,0,0,635.824992468115,16,0
9498,0,0,0,0,0,0,0,0,0,0,0,0,0,635.891942556824,16,0
9499,0,0,0,0,0,0,0,0,0,0,0,0,0,635.958892645533,16,0
9500,0,0,0,0,0,0,0,0,0,0,0,0,0,636.025842734242,16,0
9501,0,0,0,0,0,0,0,0,0,0,0,0,0,636.092792822951,16,0
9502,0,0,0,0,0,0,0,0,0,0,0,0,0,636.159742911659,16,0
9503,0,0,0,0,0,0,0,0,0,0,0,0,0,636.226693000368,16,0
9504,0,0,0,0,0,0,0,0,0,0,0,0,0,636.293643089077,16,0
9505,0,0,0,0,0,0,0,0,0,0,0,0,0,636.360593177786,16,0
9506,0,0,0,0,0,0,1,0,0,0,0,0,0,636.427543266495,16,0
9507,0,0,0,1,0,0,1,1,0,0,0,1,0,636.494493355204,16,0
9508,1,0,0,0,0,0,0,0,0,0,1,0,1,636.561443443913,16,0
9509,0,0,0,0,0,0,0,0,0,0,0,0,0,636.628393532621,16,0
9510,0,0,0,0,0,0,0,0,0,0,0,0,0,636.69534362133,16,0
9511,0,0,0,0,0,0,0,0,0,0,0,0,0,636.762293710039,16,0
9512,0,0,0,0,0,0,0,0,0,0,0,0,0,636.829243798748,16,0
9513,0,0,0,0,0,0,1,0,0,0,0,0,0,636.896193887457,16,0
9514,0,0,0,0,0,0,1,0,0,0,0,0,0,636.963143976166,16,0
9515,0,0,0,0,0,0,0,0,0,0,0,0,0,637.030094064875,16,0
9516,0,0,0,0,0,0,0,0,0,0,0,0,0,637.097044153584,16,0
9517,0,0,0,0,0,0,0,0,0,0,0,0,0,637.163994242292,16,0
9518,0,0,0,0,0,0,0,0,0,0,0,0,0,637.230944331001,16,0
9519,0,0,0,0,0,0,0,0,0,0,0,0,0,637.29789441971,16,0
9520,0,0,0,0,0,0,0,0,0,0,0,0,0,637.364844508419,16,0
9521,0,0,0,0,0,0,0,0,0,0,0,0,0,637.431794597128,16,0
9522,0,0,1,0,0,0,0,0,0,0,0,0,0,637.498744685837,16,0
10080,0,0,0,0,0,0,1,0,0,0,0,0,0,674.856894185385,17,1
10081,0,0,0,0,0,0,0,0,0,0,0,0,0,674.923844274094,17,1
10082,0,0,0,0,0,0,0,0,0,0,0,0,0,674.990794362802,17,1
10083,0,0,0,0,0,0,0,0,0,0,0,0,0,675.057744451511,17,1
10084,0,0,0,0,0,0,1,0,0,0,0,0,0,675.12469454022,17,1
10085,0,0,0,0,0,0,0,0,0,0,0,0,0,675.191644628929,17,1
10086,0,0,0,0,0,0,1,0,0,0,0,0,0,675.258594717638,17,1
10087,0,0,0,0,0,0,1,0,0,0,0,0,0,675.325544806347,17,1
10088,0,0,0,0,0,0,0,0,0,0,0,0,0,675.392494895056,17,1
10089,0,0,0,0,0,0,1,0,0,0,0,0,0,675.459444983765,17,1
10090,0,0,0,0,0,0,0,0,0,0,0,0,0,675.526395072473,17,1
10091,0,0,0,0,0,0,1,0,0,0,0,0,0,675.593345161182,17,1
10092,0,0,0,0,0,0,0,0,0,0,0,0,0,675.660295249891,17,1
10093,0,0,0,0,0,0,1,0,0,0,0,0,0,675.7272453386,17,1
10094,0,0,0,0,0,0,0,0,0,0,0,0,0,675.794195427309,17,1
10095,1,0,0,0,0,0,1,0,0,1,0,1,0,675.861145516018,17,1
10096,0,0,0,0,0,0,0,0,0,0,0,0,0,675.928095604727,17,1
10097,0,0,0,0,0,0,1,0,0,0,0,0,0,675.995045693435,17,1
10098,0,0,0,0,0,0,1,0,0,0,0,0,0,676.061995782144,17,1
10099,0,0,0,0,0,0,0,0,0,0,0,0,0,676.128945870853,17,1
10100,0,0,0,0,0,0,1,0,0,0,0,0,0,676.195895959562,17,1
10101,0,0,0,0,0,0,1,0,0,0,0,0,0,676.262846048271,17,1
10102,0,0,0,0,0,0,0,0,0,0,0,0,0,676.32979613698,17,1
10103,0,0,0,0,0,0,0,0,0,0,0,0,0,676.396746225689,17,1
10104,1,0,0,0,0,0,0,0,0,0,1,0,1,676.463696314398,17,1
10105,0,0,0,0,0,0,0,0,0,0,0,0,0,676.530646403106,17,1
10106,0,0,0,0,0,0,0,0,0,0,0,0,0,676.597596491815,17,1
10107,0,0,0,0,0,0,0,0,0,0,0,0,0,676.664546580524,17,1
10108,0,0,0,0,0,0,0,0,0,0,0,0,0,676.731496669233,17,1
10109,0,0,0,0,0,0,0,0,0,0,0,0,0,676.798446757942,17,1
10110,0,0,0,0,1,0,0,0,0,0,0,0,0,676.865396846651,17,1
10608,0,0,0,1,0,0,0,0,1,0,0,1,0,710.206541023667,18,0
10609,0,0,0,0,0,0,0,0,0,0,0,0,0,710.273491112376,18,0
10610,0,0,0,0,0,0,0,0,0,0,0,0,0,710.340441201085,18,0
10611,0,0,0,0,0,0,1,0,0,0,0,0,0,710.407391289793,18,0
10612,0,0,0,0,0,0,0,0,0,0,0,0,0,710.474341378502,18,0
10613,0,0,0,0,0,0,0,0,0,0,0,0,0,710.541291467211,18,0
10614,0,0,0,0,0,0,0,0,0,0,0,0,0,710.60824155592,18,0
10615,0,0,0,0,0,0,0,0,0,0,0,0,0,710.675191644629,18,0
10616,0,0,0,0,0,0,0,0,0,0,0,0,0,710.742141733338,18,0
10617,0,0,0,0,0,0,0,0,0,0,0,0,0,710.809091822047,18,0
10618,0,0,0,0,0,0,0,0,0,0,0,0,0,710.876041910755,18,0
10619,0,0,0,0,0,0,1,0,0,0,0,0,0,710.942991999464,18,0
10620,0,0,0,0,0,0,1,0,0,0,0,0,0,711.009942088173,18,0
10621,0,0,0,0,0,0,0,0,0,0,0,0,0,711.076892176882,18,0
10622,0,0,0,0,0,0,0,0,0,0,0,0,0,711.143842265591,18,0
10623,0,0,0,1,0,0,0,1,0,0,0,0,1,711.2107923543,18,0
10624,0,0,0,0,0,0,0,0,0,0,0,0,0,711.277742443009,18,0
10625,0,0,0,0,0,0,0,0,0,0,0,0,0,711.344692531718,18,0
10626,0,0,0,0,0,0,0,0,0,0,0,0,0,711.411642620426,18,0
10627,0,0,0,0,0,0,0,0,0,0,0,0,0,711.478592709135,18,0
10628,0,0,0,0,0,0,0,0,0,0,0,0,0,711.545542797844,18,0
10629,0,0,0,0,0,0,0,0,0,0,0,0,0,711.612492886553,18,0
10630,0,0,0,0,0,0,0,0,0,0,0,0,0,711.679442975262,18,0
10631,0,0,0,0,0,0,0,0,0,0,0,0,0,711.746393063971,18,0
10632,0,0,0,0,0,0,0,0,0,0,0,0,0,711.81334315268,18,0
10633,0,0,0,0,0,0,0,0,0,0,0,0,0,711.880293241388,18,0
10634,0,0,0,0,0,0,1,0,0,0,0,0,0,711.947243330097,18,0
10635,0,0,0,0,0,0,0,0,0,0,0,0,0,712.014193418806,18,0
10636,0,0,0,0,0,0,0,0,0,0,0,0,0,712.081143507515,18,0
10637,0,0,0,1,0,0,0,0,1,0,0,0,1,712.148093596224,18,0
10638,0,0,1,0,0,0,0,0,0,0,0,0,0,712.215043684933,18,0
11130,0,0,0,0,0,0,1,0,0,0,0,0,0,745.154487329696,19,1
11131,0,0,0,0,0,0,0,0,0,0,0,0,0,745.221437418405,19,1
11132,0,0,0,0,0,0,1,0,0,0,0,0,0,745.288387507113,19,1
11133,0,0,0,0,0,0,1,0,0,0,0,0,0,745.355337595822,19,1
11134,0,0,0,1,0,0,1,0,1,0,0,1,0,745.422287684531,19,1
11135,0,0,0,0,0,0,1,0,0,0,0,0,0,745.48923777324,19,1
11136,0,0,0,0,0,0,0,0,0,0,0,0,0,745.556187861949,19,1
11137,0,0,0,0,0,0,1,0,0,0,0,0,0,745.623137950658,19,1
11138,0,0,0,0,0,0,1,0,0,0,0,0,0,745.690088039367,19,1
11139,0,0,0,0,0,0,0,0,0,0,0,0,0,745.757038128075,19,1
11140,0,0,0,0,0,0,1,0,0,0,0,0,0,745.823988216784,19,1
11141,0,0,0,0,0,0,1,0,0,0,0,0,0,745.890938305493,19,1
11142,0,0,0,0,0,0,0,0,0,0,0,0,0,745.957888394202,19,1
11143,0,0,0,0,0,0,1,0,0,0,0,0,0,746.024838482911,19,1
11144,0,0,0,0,0,0,0,0,0,0,0,0,0,746.09178857162,19,1
11145,1,0,0,0,0,0,1,0,0,1,0,0,1,746.158738660329,19,1
11146,0,0,0,0,0,0,1,0,0,0,0,0,0,746.225688749038,19,1
11147,0,0,0,0,0,0,1,0,0,0,0,0,0,746.292638837746,19,1
11148,0,0,0,0,0,0,1,0,0,0,0,0,0,746.359588926455,19,1
11149,0,0,0,0,0,0,1,0,0,0,0,0,0,746.426539015164,19,1
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,746.493489103873,19,1
11151,0,0,0,0,0,0,0,0,0,0,0,0,0,746.560439192582,19,1
11152,0,0,0,0,0,0,0,0,0,0,0,0,0,746.627389281291,19,1
11153,0,0,0,0,0,0,0,0,0,0,0,0,0,746.69433937,19,1
11154,0,0,0,0,0,0,0,0,0,0,0,0,0,746.761289458708,19,1
11155,0,0,0,0,0,0,0,0,0,0,0,0,0,746.828239547417,19,1
11156,1,0,0,0,0,0,1,0,0,0,1,0,1,746.895189636126,19,1
11157,0,0,0,0,0,0,0,0,0,0,0,0,0,746.962139724835,19,1
11158,0,0,0,0,0,0,1,0,0,0,0,0,0,747.029089813544,19,1
11159,0,0,0,0,0,0,1,0,0,0,0,0,0,747.096039902253,19,1
11160,0,0,0,0,1,0,0,0,0,0,0,0,0,747.162989990962,19,1
11690,0,0,0,0,0,0,0,0,0,0,0,0,0,782.646537006662,20,1
11691,0,0,0,0,0,0,0,0,0,0,0,0,0,782.71348709537,20,1
11692,0,0,0,0,0,0,0,0,0,0,0,0,0,782.780437184079,20,1
11693,0,0,0,0,0,0,0,0,0,0,0,0,0,782.847387272788,20,1
11694,0,0,0,0,0,0,0,0,0,0,0,0,0,782.914337361497,20,1
11695,0,0,0,0,0,0,0,0,0,0,0,0,0,782.981287450206,20,1
11696,0,0,0,0,0,0,0,0,0,0,0,0,0,783.048237538915,20,1
11697,0,0,0,0,0,0,0,0,0,0,0,0,0,783.115187627624,20,1
11698,0,0,0,0,0,0,0,0,0,0,0,0,0,783.182137716332,20,1
11699,0,0,0,0,0,0,0,0,0,0,0,0,0,783.249087805041,20,1
11700,0,0,0,0,0,0,0,0,0,0,0,0,0,783.31603789375,20,1
11701,0,0,0,0,0,0,0,0,0,0,0,0,0,783.382987982459,20,1
11702,0,0,0,0,0,0,0,0,0,0,0,0,0,783.449938071168,20,1
11703,0,0,0,0,0,0,0,0,0,0,0,0,0,783.516888159877,20,1
11704,0,0,0,0,0,0,0,0,0,0,0,0,0,783.583838248586,20,1
11705,1,0,0,0,0,0,0,0,0,1,0,1,0,783.650788337295,20,1
11706,0,0,0,0,0,0,1,0,0,0,0,0,0,783.717738426003,20,1
11707,0,0,0,0,0,0,0,0,0,0,0,0,0,783.784688514712,20,1
11708,0,0,0,0,0,0,0,0,0,0,0,0,0,783.851638603421,20,1
11709,0,0,0,0,0,0,1,0,0,0,0,0,0,783.91858869213,20,1
11710,1,0,0,0,0,0,0,0,0,0,1,0,1,783.985538780839,20,1
11711,0,0,0,0,0,0,1,0,0,0,0,0,0,784.052488869548,20,1
11712,0,0,0,0,0,0,0,0,0,0,0,0,0,784.119438958257,20,1
11713,0,0,0,0,0,0,0,0,0,0,0,0,0,784.186389046965,20,1
11714,0,0,0,0,0,0,0,0,0,0,0,0,0,784.253339135674,20,1
11715,0,0,0,0,0,0,0,0,0,0,0,0,0,784.320289224383,20,1
11716,0,0,0,0,0,0,0,0,0,0,0,0,0,784.387239313092,20,1
11717,0,0,0,0,0,0,0,0,0,0,0,0,0,784.454189401801,20,1
11718,0,0,0,0,0,0,1,0,0,0,0,0,0,784.52113949051,20,1
11719,0,0,0,0,0,0,0,0,0,0,0,0,0,784.588089579219,20,1
11720,0,0,0,0,1,0,1,0,0,0,0,0,0,784.655039667928,20,1
12225,0,0,0,0,0,0,0,0,0,0,0,0,0,818.464834465906,21,0
12226,0,0,0,0,0,0,0,0,0,0,0,0,0,818.531784554615,21,0
12227,0,0,0,0,0,0,0,0,0,0,0,0,0,818.598734643323,21,0
12228,0,0,0,0,0,0,0,0,0,0,0,0,0,818.665684732032,21,0
12229,0,0,0,0,0,0,0,0,0,0,0,0,0,818.732634820741,21,0
12230,0,0,0,0,0,0,0,0,0,0,0,0,0,818.79958490945,21,0
12231,0,0,0,0,0,0,0,0,0,0,0,0,0,818.866534998159,21,0
12232,0,0,0,0,0,0,0,0,0,0,0,0,0,818.933485086868,21,0
12233,0,0,0,0,0,0,0,0,0,0,0,0,0,819.000435175577,21,0
12234,0,0,0,0,0,0,0,0,0,0,0,0,0,819.067385264285,21,0
12235,0,0,0,0,0,0,0,0,0,0,0,0,0,819.134335352994,21,0
12236,0,0,0,0,0,0,0,0,0,0,0,0,0,819.201285441703,21,0
12237,0,0,0,0,0,0,0,0,0,0,0,0,0,819.268235530412,21,0
12238,0,0,0,0,0,0,0,0,0,0,0,0,0,819.335185619121,21,0
12239,0,0,0,0,0,0,1,0,0,0,0,0,0,819.40213570783,21,0
12240,0,0,0,1,0,0,0,1,0,0,0,0,1,819.469085796539,21,0
12241,0,0,0,0,0,0,0,0,0,0,0,0,0,819.536035885248,21,0
12242,0,0,0,1,0,0,0,0,0,0,0,0,1,819.602985973956,21,0
12243,0,0,0,0,0,0,0,0,0,0,0,0,0,819.669936062665,21,0
12244,0,0,0,0,0,0,1,0,0,0,0,0,0,819.736886151374,21,0
12245,0,0,0,0,0,0,1,0,0,0,0,0,0,819.803836240083,21,0
12246,0,0,0,0,0,0,0,0,0,0,0,0,0,819.870786328792,21,0
12247,0,0,0,0,0,0,0,0,0,0,0,0,0,819.937736417501,21,0
12248,0,0,0,0,0,0,0,0,0,0,0,0,0,820.00468650621,21,0
12249,0,0,0,0,0,0,0,0,0,0,0,0,0,820.071636594918,21,0
12250,0,0,0,0,0,0,0,0,0,0,0,0,0,820.138586683627,21,0
12251,0,0,0,0,0,0,0,0,0,0,0,0,0,820.205536772336,21,0
12252,0,0,0,0,0,0,0,0,0,0,0,0,0,820.272486861045,21,0
12253,0,0,0,0,0,0,0,0,0,0,0,0,0,820.339436949754,21,0
12254,0,0,0,0,0,0,0,0,0,0,0,0,0,820.406387038463,21,0
12255,0,0,1,0,0,0,0,0,0,0,0,0,0,820.473337127172,21,0
12740,0,0,0,0,0,0,0,0,0,0,0,0,0,852.944130150972,22,0
12741,0,0,0,0,0,0,0,0,0,0,0,0,0,853.011080239681,22,0
12742,0,0,0,0,0,0,0,0,0,0,0,0,0,853.07803032839,22,0
12743,0,0,0,0,0,0,0,0,0,0,0,0,0,853.144980417099,22,0
12744,0,0,0,0,0,0,0,0,0,0,0,0,0,853.211930505808,22,0
12745,0,0,0,0,0,0,0,0,0,0,0,0,0,853.278880594517,22,0
12746,0,0,0,0,0,0,0,0,0,0,0,0,0,853.345830683226,22,0
12747,0,0,0,0,0,0,0,0,0,0,0,0,0,853.412780771935,22,0
12748,0,0,0,0,0,0,0,0,0,0,0,0,0,853.479730860643,22,0
12749,0,0,0,0,0,0,0,0,0,0,0,0,0,853.546680949352,22,0
12750,0,0,0,0,0,0,0,0,0,0,0,0,0,853.613631038061,22,0
12751,0,0,0,0,0,0,0,0,0,0,0,0,0,853.68058112677,22,0
12752,0,0,0,0,0,0,0,0,0,0,0,0,0,853.747531215479,22,0
12753,0,0,0,0,0,0,0,0,0,0,0,0,0,853.814481304188,22,0
12754,0,0,0,0,0,0,0,0,0,0,0,0,0,853.881431392897,22,0
12755,0,0,0,1,0,0,0,1,0,0,0,1,0,853.948381481605,22,0
12756,0,0,0,0,0,0,0,0,0,0,0,0,0,854.015331570314,22,0
12757,0,0,0,0,0,0,0,0,0,0,0,0,0,854.082281659023,22,0
12758,0,0,0,0,0,0,1,0,0,0,0,0,0,854.149231747732,22,0
12759,0,0,0,1,0,0,1,0,1,0,0,0,1,854.216181836441,22,0
12760,0,0,0,0,0,0,0,0,0,0,0,0,0,854.28313192515,22,0
12761,0,0,0,0,0,0,1,0,0,0,0,0,0,854.350082013859,22,0
12762,0,0,0,0,0,0,0,0,0,0,0,0,0,854.417032102568,22,0
12763,0,0,0,0,0,0,0,0,0,0,0,0,0,854.483982191276,22,0
12764,0,0,0,0,0,0,1,0,0,0,0,0,0,854.550932279985,22,0
12765,0,0,0,0,0,0,1,0,0,0,0,0,0,854.617882368694,22,0
12766,0,0,0,0,0,0,0,0,0,0,0,0,0,854.684832457403,22,0
12767,0,0,0,0,0,0,1,0,0,0,0,0,0,854.751782546112,22,0
12768,0,0,0,0,0,0,0,0,0,0,0,0,0,854.818732634821,22,0
12769,0,0,0,1,0,0,0,0,1,0,0,0,1,854.88568272353,22,0
